person_id,person_name,birth_year,death_year,gender
 ,Fred Ulysse,1934,,M
 ,Friedrich von Thun,1942,,M
,Frigyes Gödrös,1942,,M
 ,Fritz Roth,1955,2022,M
 ,Fulvia Patrizia Oliveri,1963,,F
 ,Fulvio Falzarano,1959,,M
 ,Fulvio Grimaldi,1934,,M
 ,Fulvio Iannucci,,,M
 ,Fulvio Risuleo,1991,,M
,Gabi Fon,1960,,F
,Gábor Benő Baranyi,1987,,M
,Gábor Csizmazia,,,M
,Gábor Csőre,1971,,M
,Gábor Dióssy,1954,,M
,Gábor Fabricius,1975,,M
,Gábor Ferenczi,1950,,M
,Gábor Gelencsér,1961,,M
,Gábor Giret,1966,,M
,Gábor Harsányi,1945,,M
,Gábor Herendi,1960,,M
,Gábor Hevér,1969,,M
,Gábor Hollerung,1954,,M
,Gábor Máté,1955,,M
,Gábor Medvigy,1957,2023,M
,Gábor Németh,1958,,M
,Gábor Péter Vincze,1963,,M
,Gábor Reisz,1980,,M
,Gábor Reviczky,1949,,M
,Gábor Rohonyi,1966,,M
,Gábor Rózsa,1994,,M
,Gábor Zsigmond Papp,1966,,M
,Gabriel Achim,1975,,M
,Gabriel Apostol,1964,,M
 ,Gabriel Velázquez,1968,,M
,Gabriela Maria Schmeide,1965,,F
,Gabriela Popescu,1954,,F
 ,Gabriel Arcand,1949,,M
 ,Gabriel Byrne,1950,,M
 ,Gabriel Clarke,1963,,M
,Gabriel Foster Prior,,,M
 ,Gabriele Guidi,1971,,M
,Gabriele Krestan,1953,,F
 ,Gabriele Lavia,1942,,M
 ,Gabriele Mainetti,1976,,M
 ,Gabriele Muccino,1967,,M
 ,Gabriele Salvatores,1950,,M
,Gabriele Tozzi,1944,2022,M
,Gabriele von Arnim,1946,,F
,Gabriele Voss,1948,,F
 ,Gabriel Julien-Laferrière,1962,,M
,Gabriel Latorre,1953,2021,M
 ,Gabriel Le Bomin,1968,,M
 ,Gabriel Lechón,,,M
,Gabriel Radu,1956,,M
,Gabriel Spahiu,1968,,M
 ,Gabriel Le Doze,1952,,M
 ,Gabrielle Lazure,1957,,F
,Gaby Dohm,1943,,F
,Gaby Fremy,,,F
 ,Gabz Barker,,,F
 ,Gad Elmaleh,1971,,M
,Gaël Breton,1977,,M
,Gaëlle Mourre,,,F
 ,Gaetano Aronica,1963,,M
 ,Gaetano Curreri,1952,,M
 ,Gaizka Urresti,1967,,M
,Gal Soler,1943,,M
 ,Galder Gaztelu-Urrutia,1974,,M
 ,Gamal Helal,1954,,M
,Gamil Ratib,1926,2018,M
,Gareth Edwards,1947,,M
,Gareth Hale,1953,,M
 ,Gary Beadle,1965,,M
 ,Gary Lewis,1958,,M
,Gary Oldman,1958,,M
 ,Gary Shail,1959,,M
,Gary Whelan,1953,,M
 ,Gary Wilmot,1954,,M
 ,Gaspar Noé,1963,,M
,Gastón Duprat,1969,,M
,Gavin Elder,,,M
,Gavin Hood,1963,,M
,Gavin Kitchen,1964,,M
 ,Gavino Ledda,1938,,M
,Ged Marlon,1954,,M
 ,Gegia,1959,,F
,Gelu Colceag,1949,,M
,Gemma Jones,1942,,F
,Gemma Nierga,1965,,F
 ,Geneviève Bujold,1942,,F
 ,Geneviève Casile,1937,,F
 ,Geneviève Mnich,1942,,F
 ,Geneviève Page,1927,,F
,Gennadiy Fomin,1961,,M
 ,Gennaro Nunziante,1963,,M
 ,Gennaro Scarpato,1994,,M
 ,Geno Diana,,,M
,Geo Balint,,,M
,Geoff Bell,1963,,M
 ,Geoffrey Palmer,1927,2020,M
,Geoffrey Rush,1951,,M
,Georg Blumreiter,1961,,M
,Georg Friedrich Haas,1953,,M
,Georg Kostya,1935,2011,M
 ,George Aguilar,1952,,M
,George Blondă,,2021,M
,George Camiller,1942,,M
,George Chiper,1979,,M
 ,George Gallo,1956,,M
,George Klein,1935,2019,M
,George Lungoci,1969,,M
,George M. Koumal,1942,2022,M
,George Michael,1963,2016,M
,George Mihăiță,1948,,M
,George R.R. Martin,1948,,M
,George Scott,1966,,M
,George Taylor,,,M
,George Voinese,1952,,M
 ,Georges Brouard-Daudignon,,,M
 ,Georges Caudron,1952,2022,M
 ,Georges Corraface,1952,,M
 ,Georges Federmann,1955,,M
,Georges Neri,1934,,M
,Georges Siatidis,1963,,M
,Georgette Dee,1958,,F
,Georgia Parris,,,F
 ,Gerald Fox,1964,,M
 ,Gérald Laroche,1964,,M
,Geraldine Blecker,1945,2021,F
 ,Geraldine Chaplin,1944,,F
,Geraldine James,1950,,F
 ,Géraldine Nakache,1980,,F
 ,Gérard Bitton,1961,,M
,Gérard Boucaron,1945,,M
 ,Gérard Chaillou,1946,,M
 ,Gérard Colé,1941,,M
,Gérard Darier,,,M
 ,Gérard Darmon,1948,,M
 ,Gérard Depardieu,1948,,M
,Gérard Dessalles,1946,,M
 ,Gérard Garouste,1946,,M
 ,Gérard Hernandez,1933,,M
,Gerard Horan,1962,,M
 ,Gérard Jugnot,1951,,M
 ,Gérard Lanvin,1950,,M
 ,Gérard Lartigau,1942,,M
 ,Gérard Meylan,1952,,M
,Gérard Miller,1948,,M
 ,Gérard Watkins,1965,,M
,Gerardo Herrero,1953,,M
 ,Gerardo Lamattina,1965,,M
 ,Gerardo Olivares,1964,,M
,Gerardo Vera,1947,2020,M
,Gerd Grzesczak,1950,2024,M
,Gerd Kroske,,,M
,Gerda Böken,1933,,F
,Gereon Wetzel,1972,,M
,Gergő Kaszás,1965,,M
,Gerhard Bös,1955,,M
,Gerhard Göbelt,,,M
,Gerhard Gundermann,1955,1998,M
,Gerhard Mack,1940,2023,M
,Gerhard Schöne,1952,,M
 ,Gérard Pommier,1941,2023,M
 ,Gérard Rinaldi,1943,,M
 ,Gerhardt Berger,1960,,M
 ,Gerhard Wittmann,1964,,M
 ,Germaine Acogny,1944,,F
,German Kral,1968,,M
 ,Germano Lanzoni,1966,,M
,Gernot Kunert,1952,,M
,Gero von Boehm,1954,,M
 ,Germán Roda,1975,,M
 ,Gerry Adams,1948,,M
,Gert Jan Louwe,1956,,M
,Géza Bereményi,1946,,M
,Géza D. Hegedűs,1953,,M
,Géza M. Tóth,1970,,M
,Gheorghe Boanca,1948,,M
,Gheorghe Ciobanu,1945,,M
,Gheorghe Ifrim,1971,,M
,Gheorghe Visu,1951,,M
 ,Gherardo Colombo,1946,,M
 ,Gheroghe Nutescu,1935,,M
 ,Ghislaine Girard,,,F
 ,Giacinto Scelsi,1905,1988,M
 ,Giacomo Poretti,1956,,M
 ,Giacomo Rizzo,1939,,M
 ,Giada Diano,,,F
 ,Giambattista Assanti,1962,2021,M
 ,Giampaolo Fabrizio,1957,,M
 ,Giampaolo Morelli,1974,,M
 ,Gian Alfonso Pacinotti Gipi,1963,,M
 ,Giancarlo Fontana,1981,,M
 ,Giancarlo Giannini,1942,,M
 ,Giancarlo Martini,1963,,M
 ,Giancarlo Ratti,1957,,M
 ,Giancarlo Scarchilli,1951,,M
 ,Gianclaudio Lopez,1948,,M
 ,Gianfelice Imparato,1956,,M
 ,Gianfilippo Pedote,1952,,M
 ,Gianfrancesco Lazotti,1957,,M
 ,Gianfranco Cabiddu,1953,,M
 ,Gianfranco Gallo,1961,,M
 ,Gianfranco Pannone,1963,,M
 ,Giangiacomo de Stefano,1977,,M
 ,Gianluca Ansanelli,1974,,M
 ,Gianluca Jodice,1973,,M
 ,Gianluca Leuzzi,1977,,M
 ,Gianluca Matarrese,1980,,M
 ,Gianmarco Tognazzi,1967,,M
 ,Gianna Giachetti,1935,,M
 ,Gianni Amelio,1945,,M
 ,Gianni Aureli,1981,,M
,Gianni Buscarino,,,M
 ,Gianni Cavina,1940,2022,M
 ,Gianni Ciardo,1949,,M
 ,Gianni Ciuffini,1954,,M
 ,Gianni Costantino,1971,,M
 ,Gianni Di Gregorio,1949,,M
 ,Gianni Fantoni,1967,,M
 ,Gianni Federico,1963,,M
 ,Gianni Ferrari,,,M
 ,Gianni Ferreri,1960,,M
 ,Gianni Ferreri,1960,,M
 ,Gianni Franco,1951,,M
 ,Gianni Morandi,1944,,M
 ,Gianni Parisi,1957,,M
,Giannis Tsortekis,1967,,M
,Gică Craioveanu,1968,,M
 ,GiedRé,1985,,F
 ,Gigi De Luca,1943,2024,M
 ,Gigio Alberti,1959,,M
 ,Gigio Morra,1945,2024,M
 ,Gigi Proietti,1940,2020,M
 ,Gigi Roccati,1979,,M
 ,Gigi Savoia,1954,,M
 ,Gigliola Cinquetti,1947,,F
 ,Gilbert Bouchard,1958,,M
,Gilbert Lévy,1949,,M
 ,Gilbert Melki,1958,,M
,Gilbert von Sohlern,1957,,M
,Gilberto Gil,1942,,M
,Gilda Love,1921,,TF
 ,Giliano Carli,1957,,M
 ,Gil Kenan,1976,,M
 ,Gilles Arbona,1947,,M
 ,Gilles Balbastre,1958,,M
 ,Gilles Bouleau,1962,,M
 ,Gilles Cohen,1963,,M
,Gilles David,1956,,M
 ,Gilles de Maistre,1960,,M
 ,Gilles Gaston-Dreyfus,1957,,M
 ,Gilles Janeyrand,1952,,M
 ,Gilles Kneusé,1961,,M
,Gilles Legrand,1958,,M
,Gilles Lellouche,1972,,M
 ,Gilles Murigneux,,,M
 ,Gilles Penso,1967,,M
 ,Gilles Perret,1968,,M
 ,Gilles Privat,1958,,M
 ,Gillies MacKinnon,1948,,M
 ,Gina McKee,1964,,F
 ,Ginés García Millán,1964,,M
 ,Ginette Garcin,1928,,F
 ,Ginevra Elkann,1979,,F
 ,Gino Astorina,,,M
 ,Gino Carista,1948,,M
 ,Gino Castaldo,1950,,M
 ,Gino Cogliandro,1949,2022,M
 ,Giobbe Covatta,1956,,M
 ,Gioele Dix,1956,,M
 ,Giorgia Cecere,1961,,F
 ,Giorgio Amato,1970,,M
 ,Giorgio Assumma,1934,,M
 ,Giorgio Barchiesi,1954,,M
 ,Giorgio Capitani,1927,2017,M
,Giorgio Colangeli,1949,,M
 ,Giorgio Diritti,1959,,M
 ,Giorgio Ferrero,1980,,M
 ,Giorgio Gobbi,1957,,M
 ,Giorgio Pressburger,1937,2017,M
 ,Giorgio Romano,,,M
 ,Giorgio Testi,1978,,M
 ,Giorgio Tirabassi,1960,,M
 ,Giorgio Treves,1945,,M
 ,Giorgio Verdelli,1956,,M
 ,Giovanna Calvenzi,1946,,M
,Giovanna Daddi,,,F
 ,Giovanna Marini,1937,2024,F
 ,Giovanna Ralli,1935,,F
 ,Giovanni Aloi,,,M
 ,Giovanni Basso,1984,,M
 ,Giovanni Bedeschi,1961,,M
 ,Giovanni Benincasa,1960,,M
 ,Giovanni Bognetti,,,M
 ,Giovanni Cacioppo,1965,,M
 ,Giovanni Guardiano,1963,,M
 ,Giovanni Lindo Ferretti,1953,,M
 ,Giovanni Lombardo Radice,1954,2023,M
 ,Giovanni Mauriello,1945,,M
 ,Giovanni Mazzitelli,1986,,M
 ,Giovanni Piscaglia,1984,,M
 ,Giovanni Soldati,1953,,M
 ,Giovanni Storti,1957,,M
 ,Giovanni Visentin,1953,,M
,Gisa Findorff,,,F
,Gisela Müller-Madaus,,,F
,Gisela Schneeberger,1948,,F
 ,Gisèle Casadesus,1914,,F
 ,Gisella Burinato,1946,,F
 ,Giulia Giapponesi,1980,,F
 ,Giulia Lazzarini,1934,,F
 ,Giuliana De Sio,1956,,F
 ,Giuliana Gamba,1953,,F
 ,Giuliana Lojodice,1940,,F
 ,Giuliano Di Bernardo,1939,,M
 ,Giuliano Montaldo,1930,2023,M
 ,Giulia Steigerwalt,1982,,F
 ,Giulietta Revel,,,F
 ,Giulio Base,1964,,M
 ,Giulio Brogi,1931,2019,M
 ,Giulio Manfredonia,1967,,M
 ,Giulio Rapetti Mogol,1936,,M
 ,Giuseppe Alessio Nuzzo,1989,,M
 ,Giuseppe Barile,,,M
 ,Giuseppe Bassi,1919,,M
 ,Giuseppe Battiston,1968,,M
 ,Giuseppe Bonito,1968,,M
 ,Giuseppe Boy,1959,,M
,Giuseppe Capotondi,1968,,M
 ,Giuseppe Cederna,1957,,M
 ,Giuseppe Giacobazzi,1963,,M
 ,Giuseppe Giacobazzi,1963,,M
 ,Giuseppe Lo Console,1973,,M
 ,Giuseppe Marco Albano,1985,,M
 ,Giuseppe Pambieri,1944,,M
 ,Giuseppe Pedersoli,1961,,M
 ,Giuseppe Stasi,1989,,M
 ,Giuseppe Tornatore,1956,,M
 ,Giuseppe Varlotta,1971,,M
 ,Giusi Merli,1943,,F
 ,Giustina Buonomo,1938,,F
 ,Gladys Cohen,1951,,F
,Gledys Ibarra,1960,,F
,Glen Matlock,1956,,M
 ,Glenda Jackson,1936,2023,F
,Glenn Close,1947,,F
,Glenn Leyburn,,,M
,Glenn Wrage,1959,,M
,Glória Halász,1985,,F
,Gloria Muñoz,1948,,F
,Gloria Vega,,,F
,Glyn Johns,1942,,M
 ,Gode Benedix,1962,,F
 ,Goffredo Fofi,1937,,M
,Gojko Mitic,1940,,M
,Gonzalo Crespo Gil,,,M
 ,Gonzalo de Castro,1963,,M
 ,Gonzalo García Pelayo,1947,,M
 ,Gonzalo López,,,M
 ,Gonzalo Recio,1979,,M
 ,Gonzalo Suárez,1934,,M
,Gonzalo Uriarte,1952,,M
 ,Gonzalo Visedo,,,M
,Goran Marić,1965,,M
,Goran Radaković,1964,,M
,Goran Stolevski,1985,,M
 ,Gordon Strachan,1957,,M
,Gordon Warnecke,1962,,M
,Gorka Aguinagalde,1966,,M
,Gottfried Breitfuss,1958,,M
,Götz Otto,1967,,M
,Götz Schubert,1963,,M
,Götz Schulte,1958,,M
,Grace Jones,1948,,F
,Gracia Olayo,1957,,F
 ,Gracia Querejeta,1962,,F
,Graeme Sharp,1960,,M
,Graham Gouldman,1946,,M
,Graham Greene,1952,,M
 ,Graham Nash,1942,,M
,Grahame Fox,1957,,M
,Grant Marshall,1959,,M
,Granz Henman,2000,,M
 ,Graziano Salvadori,1964,,M
 ,Graziella Marina,1938,,F
 ,Greg Cruttwell,1960,,M
 ,Greg Germain,1947,,F
 ,Greg Kinnear,1963,,M
,Greg LeMond,1961,,M
,Greg Wise,1966,,M
 ,Grégoire Bonnet,1966,,M
 ,Grégoire Oestermann,1957,,M
,Gregor Gysi,1948,,M
,Gregor Schnitzler,1964,,M
,Gregory Itzin,1948,2022,M
 ,Gregory Kershaw,,,M
 ,Gregory Magne,1976,,M
,Greil Marcus,1945,,M
,Greta Scacchi,1960,,F
,Griff Rhys Jones,1953,,M
,Griffin Dunne,1955,,M
,Grigori Manukov,1961,,M
,Grit Boettcher,1938,,F
,Grit Lemke,1965,,F
,Groupe Cinéma du Centre Artaud,,,
 ,Gualtiero Marchesi,1930,2017,M
,Gudrun Gut,1957,,F
,Gudrun Landgrebe,1950,,F
,Gudrun Ritter,1936,,F
 ,Guia Jelo,1952,,F
 ,Guido Calvi,1940,,M
 ,Guido Chiesa,1959,,M
,Guido De Angelis,1944,,M
 ,Guido Harari,1952,,M
 ,Guido Lombardi,1975,,M
 ,Guilaine Londez,1965,,F
,Guillaume Brac,1977,,M
 ,Guillaume Briat,1966,,M
 ,Guillaume Canet,1973,,M
 ,Guillaume de Tonquédec,1966,,M
 ,Guillaume Gallienne,1972,,M
 ,Guillaume Massart,1983,,M
,Guillaume Namur,1990,,M
 ,Guillaume Nicloux,1966,,M
 ,Guillermo Antón,,,
,Guillermo de Oliveira,1986,,M
,Guillermo del Toro,1964,,M
 ,Guillermo Montesinos,1948,,M
 ,Guillermo Quintero,1980,,M
,Güler Yücel,1935,2020,F
,Gundars Abolins,1960,,
,Gundula von Zitzewitz,,,F
,Gunnar James Bond Schäfer,1957,,
,Gunnel Lindblom,1931,2021,F
,Günter Barton,1955,,M
,Gunter Demnig,1947,,M
,Günter Rohrbach,1928,,M
 ,Gustave Kervern,1962,,M
 ,Gustavo Catalán,1951,,M
,Gustavo Hernández,1973,,M
,Gustavo Sánchez,,,M
 ,Guy Bedos,1934,2020,M
,Guy Chataigné,1934,,M
 ,Guy Davies,1991,,M
 ,Guy Lecluyse,1962,,M
 ,Guy Marchand,1937,,M
 ,Guy Marignane,,,M
,Guy Nattiv,1973,,M
 ,Guy Siner,1947,,M
 ,Guy Tréjan,1921,,M
,Gwen Ellis,,,F
,Gwen Van Dam,1928,2024,M
,György Árvai,1959,,M
,György Bajomi Nagy,1966,2023,M
,György Cserhalmi,1948,,M
,György Dobray,1942,2024,M
,György Gödény,1965,,M
,György Kárpáti,1935,2020,M
,György Mór Kárpáti,1984,,M
,György Pálfi,1974,,M
,György Szakály,1955,,M
,Györgyi Kari,1955,,F
,Györgyi Módri,1965,,F
,Győző Szabó,1970,,M
,Gyula Bodrogi,1934,,M
,Gyula Gulyás,1944,,M
,Gyula Kedves,1962,,M
,H.P. Baxxter,1964,,M
,H.R.,1956,,M
 ,Habib Boufares,1946,,M
,Habib Dembélé,1962,,M
,Hadi Hajaig,1969,,M
,Hadrian Marcu,1976,,M
 ,Hafida Tahri,,,F
,Haidar Qaraeen,,,M
,Hajni Kis,1990,,F
 ,Hakim Zouhani,,,M
 ,Hal Yamanouchi,1946,,M
,Halina Dyrschka,1975,,F
,Haluk Bilginer,1954,,M
,Hamish MacInnes,1930,2020,M
,Hampana Nagarayya,,,M
,Hana Laszlo,1953,,F
,Hank Levine,1965,,M
,Hanna Ladoul,1990,,F
,Hanna Lehmbäcker,,,F
 ,Hanna Schygulla,1943,,F
,Hannelore Elsner,1942,2019,F
,Hannes Hellmann,1954,,M
 ,Hannes Jaenicke,1960,,M
,Hanno Olderdissen,1976,,M
,Hanns Jörg Krumpholz,1962,,M
 ,Hanns Zischler,1947,,M
,Hans Bayer,1952,,M
,Hans Brückner,1961,,M
 ,Hans Zimmer,1957,,M
,Hans-Christian Schmid,1965,,M
,Hans-Eckardt Wenzel,1955,,M
,Hans-Günther Bücking,1951,,M
,Hans-Heinrich Hardt,1955,,M
,Hans-Joachim Brucherseifer,1995,,M
,Hans-Joachim Maak,,,M
,Hans-Jürgen Grapenbrade,,,M
,Hans-Jürgen Syberberg,1935,,M
,Hans-Michael Rehberg,1938,2017,M
,Hans-Ulrich Laux,1957,,M
,Hans-Uwe Bauer,1955,,M
,Hansi Jochmann,1953,,F
,Hanns Zischler,1947,,M
,Hany Tamba,1961,,M
,Hape Kerkeling,1964,,M
,Harald Horváth,,,M
,Harald Martenstein,1953,,M
,Harald Siebler,1960,,M
,Harald Warmbrunn,1933,2020,M
,Hark Bohm,1939,,M
 ,Hans Burmann,1937,,M
,Hans H. Steinberg,1950,,M
,Hans Jürgen Alf,1959,,M
,Hans Peter Fischer,1951,,M
,Hans Stadlbauer,1945,,M
,Hans Steinbichler,1966,,M
,Hans Unstern,,,M
 ,Harley Russell,1946,,M
,Harold Vasselin,,,M
 ,Harriet Sansom Harris,1957,,F
,Harriet Thorpe,1957,,F
,Harriet Walter,1950,,F
,Harry Alexander,,,M
,Harry Baer,1947,,M
 ,Harri Shanahan,,,F
 ,Harry Macqueen,,,M
,Harry Wijnvoord,1949,,F
,Harry Wootliff,1979,,F
,Hartmut Becker,1938,2022,M
,Hartmut König,1947,,M
,Hartmut Volle,1953,,M
,Hartwig Kastendieck,,,M
,Harvey Friedman,1959,,M
 ,Harvey Keitel,1939,,M
,Hary Prinz,1965,,M
,Hasija Boric,1953,,F
,Hassan Lazouane,1958,,M
,Hassan Nazer,,,M
 ,Hassane Mezine,1972,,M
,Hatika Karaoui,1957,,F
 ,Hayley Carmichael,,,F
,Haymon Maria Buttinger,1953,,M
 ,Héctor Alterio,1929,,M
 ,Héctor Cabello Reyes,1970,,M
,Héctor Cantolla,1946,,M
 ,Héctor Carré,1960,,M
 ,Héctor Domínguez-Viguera,1984,,M
 ,Héctor Manrique,1963,,M
,Héctor Noas,1960,,M
 ,Hede Beck,1958,,F
,Hedi Kriegeskotte,1949,,F
,Hedwig Schmutte,,,F
,Heide Ackermann,1943,,F
,Heike Fink,1968,,F
,Heike Hanold-Lynch,1962,,F
,Heike Trinker,1961,,F
,Heiko Pinkowski,1966,,M
,Heiner Lauterbach,1953,,M
,Heino Ferch,1963,,M
,Heinrich Schafmeister,1957,,M
,Heinz Brinkmann,1948,2019,M
,Heinz Emigholz,1948,,M
,Heinz Flemming,,,M
,Heinz Hoenig,1951,,M
,Heinz Lehmbäcker,1933,,M
,Heinz Lieven,1928,2021,M
,Heinz Rotthäuser,,,M
,Heinz Strunk,1962,,M
 ,Heinz Stücke,1942,,M
,Heinz Wanitschek,1962,,M
,Heinz-Josef Braun,1957,,M
,Helen Britton,1966,,M
,Helen Mirren,1945,,F
 ,Helen Mirren,1945,,M
,Helen Schneider,1952,,F
,Helena Bengoetxea,,,F
,Helena Bereen,,,F
 ,Helena Bonham Carter,1966,,F
 ,Helena de Llanos,1983,,F
 ,Hélène Alexandridis,,,F
 ,Hélène Alexandridis,,,F
,Hélène de Saint-Père,1963,2022,F
 ,Hélène Duc,1917,2014,F
,Hélène Fillières,1972,,F
 ,Hélène Hily,1937,2006,F
,Hélène Médigue,1970,,F
 ,Hélène Raimbault,1960,,F
 ,Hélène Surgère,1928,,F
 ,Hélène Vincent,1943,,F
,Helga Hadewig,,,F
,Helga Le Comte,,,F
,Helga Mandel,1970,,F
,Helge Schneider,1955,,M
,Helier Bissell-Thomas,,,M
 ,Hélier Cisterne,1981,,M
,Helke Misselwitz,1947,,M
,Helmfried von Lüttichau,1956,,M
,Helmke Franzius,,,
 ,Helmut Berger,1944,,M
,Helmut Köpping,1967,,M
,Helmut Mooshammer,1955,,M
,Helmut Zerlett,1957,,M
 ,Héloïse Pelloquet,,,F
,Hendrik Hölzemann,1976,,M
,Henning Beckhoff,1991,,M
,Henning Peker,1966,,M
,Henning Valin Jakobsen,1965,,M
 ,Henri Attal,1936,,M
 ,Henri-Pierre Thouzeau,,,M
,Henriette Gonnermann,1942,,F
,Henrika Kull,1984,,F
,Henry Arnold,1961,,M
,Henry Goodman,1950,,M
,Henry Hübchen,1947,,M
,Henry Singer,1957,,M
,Henryk M. Broder,1946,,M
,Herbert Forthuber,1965,,M
,Herbert Knaup,1956,,M
,Herbert Léonard,1956,,M
,Herman Gilis,1951,,M
,Herman van Ulzen,1948,,M
,Hermann Beyer,1943,,M
,Hermann Vaske,1956,,M
,Hermine Huntgeburth,1957,,F
 ,Henri Guybet,1936,,M
,Henri Joyeux,1945,,M
,Henri-François Imbert,1967,,M
 ,Henri Garcin,1928,2022,M
 ,Hernán Zin,1971,,M
 ,Hervé Falloux,1960,,M
,Hervé Mimran,1966,,M
,Hervé Pauchon,1962,,M
 ,Hervé Pierre,1955,,M
,Hervé Temime,1957,2023,M
 ,Hervé Vilard,1946,,M
,Hettie MacDonald,1962,,F
 ,Hetty Baynes,1956,,F
 ,Hiam Abbass,1960,,F
 ,Hichem Yacoubi,1962,,M
 ,Hilda Abrahamz,1953,,F
,Hildegard Faust-Albrecht,,,F
,Hildegard Frauenrath,1957,,F
,Hildegard Rotthäuser,,,F
,Hildegard Schmahl,1940,,F
 ,Hildegard Schroedter,1958,,F
,Hilmar Eichhorn,1954,,M
,Hilton McRae,1949,,M
,Hiltrud Hauschke,1942,,F
 ,Hippolyte Girardot,1955,,M
 ,Hirokazu Koreeda,1962,,M
 ,Hiroyuki Sanada,1960,,M
,Hitham Omari,,,M
,Holger Tappe,1969,,M
 ,Holt McCallany,1963,,M
,Hope Dickson Leach,,,F
,Horațiu Mălăele,1952,,M
,Horst Kotterba,,,M
,Horst Schaschke,1952,,M
,Howard Dell,1962,,M
,Hubert Burczek,1955,,M
 ,Hubert Saint-Macary,1949,,M
 ,Hubert Viel,1980,,M
,Hubert Weiland,1962,,M
 ,Hugh Bonneville,1963,,M
 ,Hugh Fraser,1945,,M
 ,Hugh Grant,1960,,M
,Hugh Jackman,1968,,M
 ,Hugh Laurie,1959,,M
,Hugh Quarshie,1954,,M
,Hugo Bachelet,1984,,M
 ,Hugo Benamozig,,,M
 ,Hugo de Faucompret,,,M
 ,Hugo Gélin,1980,,M
,Hugo Parthonnaud,1987,,M
,Hugo Ruíz,1972,,M
 ,Hugo Sobelman,,,M
 ,Hugues Aufray,1929,,M
,Hugues Poulain,,,M
,Hung Nguyen Tuong,,,M
,Hüseyin Tabak,1981,,M
 ,Husky Kihal,1961,,M
 ,Iaia Forte,1962,,F
,Iain Glen,1961,,M
,Iain Ross-McNamee,,,M
 ,Ian Gibson,1939,,M
,Ian Hogg,1937,,M
 ,Ian Holm,1931,,M
,Ian McDonald,1946,2022,M
,Ian McElhinney,1948,,M
,Ian McEwan,1948,,M
,Ian McKellen,1939,,M
,Ian McShane,1942,,M
 ,Ian Nelms,,,M
,Ian Porter,1965,,M
,Ian Puleston-Davies,1958,,M
,Ian Rankin,1960,,M
,Ian Reddington,1958,,M
 ,Ian Richardson,1934,,M
 ,Iban Toledo,,,M
,Ibolya Péva,1941,,F
,Ibón Cormenzana,1972,,M
,Ibrahim Parlak,1962,,M
,Ichgola Androgyn,1960,,M
 ,Icíar Bollaín,1967,,F
 ,Ida Di Benedetto,1945,,F
 ,Ida Marinelli,1947,,F
 ,Ida Techer,,,F
,ifj. András Petróczy,1995,,M
,Ignacio Benedetti,1959,,M
,Ignacio Estaregui,1978,,M
 ,Ignacio Latierro,1943,,M
,Igor Buharov,1971,,M
,Igor Denisov,1959,,M
 ,Igor Jijkine,1965,,M
 ,Igor Legarreta,1973,,M
 ,Igor Maltagliati,1972,,M
 ,Igor Tuveri Igort,1958,,M
,Iker Elorrieta,1977,,M
 ,Ilan Klipper,1978,,M
,Ildikó Bánsági,1947,,F
,Ildikó Enyedi,1955,,F
,Ildikó Hámori,1947,,F
,Ildikó Hűvösvölgyi,1953,,F
,Ildikó Szabó,1951,,F
,Ildikó Tóth,1966,,F
 ,Ileana Riganò,1944,2020,F
,Ilie Gâlea,1957,,M
,Ilker Çatak,1984,,M
,Ilona Kassai,1928,,F
,Ilse Aigner,1964,,F
,Ilse Bendin,1940,,F
,Ilse Neubauer,1942,,F
,Ilse Strambowski,1931,,F
,Ima Ranedo,,,F
 ,Imanol Arias,1956,,M
 ,Imanol Uribe,1950,,M
 ,Imanol Zinkunegi,,,M
,Imelda Staunton,1956,,F
,Imke Büchel,1961,,F
 ,Imma Piro,1956,,F
 ,Imma Villa,1964,,F
,Imogen Kogge,1957,,F
,Imre Csuja,1960,,M
,Imre Harmath,1961,,M
,Imre Szélyes,1944,2023,M
,Imre Tóth (Bruti),1970,,M
,Ina Weisse,1968,,F
,Inaam Wali-Al Battat,1962,,F
 ,Iñake Irastorza,1955,,F
 ,Iñaki Alforja,,,M
,Iñaki Beraetxe,1963,,M
,Iñaki Gabilondo,1942,,M
,Iñaki Miramón,1957,,M
 ,Iñaki Sánchez,1977,,M
 ,Iñaki Viar,,,M
 ,Inés Bacán,1952,,F
,Inés de León,1984,,F
 ,Inés Paricio,,,F
,Inés París,1962,,F
,Inés Toharia Terán,1975,,F
,Inga Busch,1968,,F
,Inga Dietrich,1969,,F
,Inge Maux,1944,,F
,Ingmar Bergman Jr.,1951,,M
 ,Ingrid Caven,1938,,F
,Ingrid Mülleder,1959,,F
,Ingrid Nandzik,1959,,F
,Ingvar Sigurdsson,1963,,M
,Inka Friedrich,1965,,F
 ,Inma Sancho,1964,,F
,Ioan Brancu,1959,,M
 ,Ioan Hefin,1963,,M
,Ioan Măric,1945,,M
,Ioan Matei Agapi,1936,2020,M
,Ioan Romeo,,,M
,Ioana Crăciunescu,1950,,F
,Ioana Pârvulescu,1960,,F
,Ioana Uricaru,,,F
 ,Iolanda Pascale,1948,,F
,Ion Arcudeanu,1938,,M
 ,Ion Caramitru,1942,,M
,Ion Dichiseanu,1933,2021,M
,Ion Haiduc,1947,,M
,Ion Iliescu,1930,,M
,Ion Ruscuţ,1955,2023,M
,Ion Sapdaru,1961,,M
