id,type,slug,name,birthYear,deathYear,nationality,gender,character,director
Denis Podalydès,Person,denis-podalydes,Denis Podalydès,1963,0,France,Male identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'FR2020_058', 'production': {'country': 'Belgium', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'fr2020-058-effacer-l-historique', 'tags': 'fatherhood', 'title': {'english': 'Delete History', 'native': ""Effacer l'historique""}}, 'gender': 'Male identifying', 'id': 'FR2020_058_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Upper class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'FR2022_063', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'fr2022-063-le-monde-d-hier', 'tags': 'high rank employment', 'title': {'english': 'The World of Yesterday', 'native': ""Le Monde d'hier""}}, 'gender': 'Male identifying', 'id': 'FR2022_063_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Unknown'}, {'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Upper class', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'FR2021_110', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'fr2021-110-oranges-sanguines', 'tags': 'independent home', 'title': {'english': 'Bloody Oranges', 'native': 'Oranges sanguines'}}, 'gender': 'Male identifying', 'id': 'FR2021_110_01', 'origin': 'White Western European', 'profession': 'Self-employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Romance', 'id': 'FR2021_068', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'fr2021-068-les-amours-d-anais', 'tags': 'infidelity', 'title': {'english': 'Anaïs in Love', 'native': ""Les Amours d'Anaïs""}}, 'gender': 'Male identifying', 'id': 'FR2021_068_01', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Anthology Films', 'id': 'FR2021_053', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'fr2021-053-les-fantasmes', 'tags': 'retirement home', 'title': {'english': 'Fantasies', 'native': 'Les Fantasmes'}}, 'gender': 'Male identifying', 'id': 'FR2021_053_04', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'FR2021_018', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'fr2021-018-les-2-alfred', 'tags': 'low rank employment', 'title': {'english': 'French Tech', 'native': 'Les 2 Alfred'}}, 'gender': 'Male identifying', 'id': 'FR2021_018_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'FR2021_130', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'fr2021-130-tromperie', 'tags': 'marriage', 'title': {'english': 'Deception', 'native': 'Tromperie'}}, 'gender': 'Male identifying', 'id': 'FR2021_132_01', 'origin': 'White Western European', 'profession': 'Self-employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Denis Rabaglia,Person,denis-rabaglia,Denis Rabaglia,1966,0,Switzerland,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'IT2018_044', 'production': {'country': 'Switzerland', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'it2018-044-un-nemico-che-ti-vuole-bene', 'tags': 'infidelity', 'title': {'english': 'My Beloved Enemy', 'native': 'Un nemico che ti vuole bene'}}]"
Denise Black,Person,denise-black,Denise Black,1958,0,United Kingdom of Great Britain and Northern Ireland (the),Female identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'GB2022_031', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'gb2022-031-the-lady-of-heaven', 'tags': 'gender discrimination', 'title': {'english': '', 'native': 'The Lady of Heaven'}}, 'gender': 'Female identifying', 'id': 'GB2022_031_01', 'origin': 'Middle East', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Denise Chalem,Person,denise-chalem,Denise Chalem,1952,0,France,Female identifying,,
Denise Dal Vera,Person,denise-dal-vera,Denise Dal Vera,1962,0,United States of America (the),Female identifying,"[{'ability': 'Unknown', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Unknown', 'film': {'filmType': 'Fiction film', 'genre': 'Romance', 'id': 'GB2018_054', 'production': {'country': 'United States of America (the)', 'share': 'Minority coproducer'}, 'release': {'type': 'First festival screening', 'year': 2018}, 'slug': 'gb2018-054-my-days-of-mercy', 'tags': 'activism', 'title': {'english': '', 'native': 'My Days of Mercy'}}, 'gender': 'Female identifying', 'id': 'GB2018_054_02', 'origin': 'White North American', 'profession': 'Unknown', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Denise Welch,Person,denise-welch,Denise Welch,1958,0,United Kingdom of Great Britain and Northern Ireland (the),Female identifying,,
Dennis Dellai,Person,dennis-dellai,Dennis Dellai,1953,0,Italy,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Crime', 'id': 'IT2023_070', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2010}, 'slug': 'it2023-070-800-giorni', 'tags': 'state institutions', 'title': {'english': '', 'native': '800 Giorni'}}]"
Dennis Gansel,Person,dennis-gansel,Dennis Gansel,1973,0,Germany,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Adventure', 'id': 'DE2018_030', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'de2018-030-jim-knopf-lukas-der-lokomotivfuhrer', 'tags': 'gray face', 'title': {'english': 'Jim Button and Luke the Engine Driver', 'native': 'Jim Knopf & Lukas der Lokomotivführer'}}, {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'DE2019_069', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'de2019-069-berlin-i-love-you', 'tags': 'may-december', 'title': {'english': 'Berlin, I Love You', 'native': 'Berlin, I Love You'}}, {'filmType': 'Fiction film', 'genre': 'Adventure', 'id': 'DE2020_062', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'de2020-062-jim-knopf-und-die-wilde-13', 'tags': '', 'title': {'english': 'Jim Button and the Wild 13', 'native': 'Jim Knopf und die Wilde 13'}}]"
Dennis Harbour,Person,dennis-harbour,Dennis Harbour,1961,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Dennis Kleimann,Person,dennis-kleimann,Dennis Kleimann,0,0,Germany,Unknown,,
Dennis Muren,Person,dennis-muren,Dennis Muren,1946,0,United States of America (the),Male identifying,,
Dennis Ross,Person,dennis-ross,Dennis Ross,1948,0,United States of America (the),Male identifying,,
Dennis Stormer,Person,dennis-stormer,Dennis Stormer,1990,0,Germany,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'DE2023_075', 'production': {'country': 'Switzerland', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'de2023-075-youth-topia', 'tags': 'search for meaning', 'title': {'english': 'YOUTH TOPIA', 'native': 'YOUTH TOPIA'}}]"
Denzil Smith,Person,denzil-smith,Denzil Smith,1960,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Derek Jacobi,Person,derek-jacobi,Derek Jacobi,1938,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '4: Fourth Age (>75)', 'assistedMobility': 'Yes', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'GB2023_006', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'gb2023-006-allelujah', 'tags': 'interracial relationships', 'title': {'english': '', 'native': 'Allelujah'}}, 'gender': 'Male identifying', 'id': 'GB2023_006_05', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '4: Fourth Age (>75)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Metacinema', 'id': 'GB2022_070', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'gb2022-070-a-bird-flew-in', 'tags': 'independent home', 'title': {'english': '', 'native': 'A Bird Flew In'}}, 'gender': 'Male identifying', 'id': 'GB2022_070_02', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Dermot Lavery,Person,dermot-lavery,Dermot Lavery,0,0,Unknown,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Poetic mode', 'id': 'GB2019_070', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'First festival screening', 'year': 2011}, 'slug': 'gb2019-070-lost-lives', 'tags': 'grief', 'title': {'english': '', 'native': 'Lost Lives'}}]"
Dermot Mulroney,Person,dermot-mulroney,Dermot Mulroney,1963,0,United States of America (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Crime', 'id': 'GB2019_048', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'gb2019-048-the-courier', 'tags': 'low rank employment', 'title': {'english': '', 'native': 'The Courier'}}, 'gender': 'Male identifying', 'id': 'GB2019_048_02', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Derren Nesbitt,Person,derren-nesbitt,Derren Nesbitt,1935,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,"[{'ability': 'Chronic illness', 'age': '3: Third Age (60-75)', 'assistedMobility': 'Yes', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'GB2019_019', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'gb2019-019-tucked', 'tags': 'anti-ageing practices', 'title': {'english': '', 'native': 'Tucked'}}, 'gender': 'Male identifying', 'id': 'GB2019_019_01', 'origin': 'White Western European', 'profession': 'Self-employed', 'role': 'Unknown', 'sexuality': 'Pansexual'}]",
Des Casey,Person,des-casey,Des Casey,0,2022,Ireland,Male identifying,,
Des McAleer,Person,des-mcaleer,Des McAleer,1952,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'GB2019_030', 'production': {'country': 'Ireland', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'gb2019-030-out-of-innocence', 'tags': 'gender discrimination', 'title': {'english': '', 'native': 'Out of Innocence'}}, 'gender': 'Male identifying', 'id': 'GB2019_030_03', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Detlef Bierstedt,Person,detlef-bierstedt,Detlef Bierstedt,1952,0,Germany,Male identifying,,
Detlef Bothe,Person,detlef-bothe,Detlef Bothe,1965,0,Germany,Male identifying,,
Detlev Buck,Person,detlev-buck,Detlev Buck,1962,0,Germany,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Crime', 'id': 'DE2021_033', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'de2021-033-bekenntnisse-des-hochstaplers-felix-krull', 'tags': 'class conflict', 'title': {'english': '', 'native': 'Bekenntnisse des Hochstaplers Felix Krull'}}, {'filmType': 'Fiction film', 'genre': 'Multi-protagonist film', 'id': 'DE2018_099', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'de2018-099-wuff', 'tags': 'hospital', 'title': {'english': '', 'native': 'WUFF'}}, {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'DE2018_076', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'de2018-076-asphaltgorillas', 'tags': 'urban', 'title': {'english': '', 'native': 'Asphaltgorillas'}}, {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'DE2022_056', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'de2022-056-bibi-tina-einfach-anders', 'tags': '', 'title': {'english': '', 'native': 'Bibi & Tina: Einfach Anders'}}]"
Dewi Morris,Person,dewi-morris,Dewi Morris,1948,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Dey Young,Person,dey-young,Dey Young,1955,0,United States of America (the),Female identifying,,
Dezső Rancsó,Person,dezso-rancso,Dezső Rancsó,1966,0,Hungary,Male identifying,,
Di Botcher,Person,di-botcher,Di Botcher,1959,0,United Kingdom of Great Britain and Northern Ireland (the),Female identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Lower class', 'film': {'filmType': 'Fiction film', 'genre': 'Multi-protagonist film', 'id': 'GB2021_041', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'gb2021-041-la-cha-cha', 'tags': 'retirement', 'title': {'english': '', 'native': 'La Cha Cha'}}, 'gender': 'Female identifying', 'id': 'GB2021_041_03', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Diana Dumbravă,Person,diana-dumbrava,Diana Dumbravă,1966,0,Romania,Female identifying,,
Diana Rigg,Person,diana-rigg,Diana Rigg,1938,2020,United Kingdom of Great Britain and Northern Ireland (the),Female identifying,,
Diane Keaton,Person,diane-keaton,Diane Keaton,1946,0,United States of America (the),Female identifying,,
Diane Kurys,Person,diane-kurys,Diane Kurys,1948,0,France,Female identifying,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'FR2018_183', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'fr2018-183-ma-mere-est-folle', 'tags': 'precarity', 'title': {'english': 'My Mother Is Crazy', 'native': 'Ma mère est folle'}}]"
Dianna Agron,Person,dianna-agron,Dianna Agron,1986,0,United States of America (the),Female identifying,,"[{'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'DE2019_069', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'de2019-069-berlin-i-love-you', 'tags': 'may-december', 'title': {'english': 'Berlin, I Love You', 'native': 'Berlin, I Love You'}}]"
